trip_id,vessel_id,vessel_type,dwt_tonnes,cargo_capacity_tonnes,engine_power_kw,sfoc_baseline_g_kwh,fuel_type,fuel_energy_density_relative,fuel_cost_per_tonne_usd,emission_factor_wtw_relative,distance_nm,speed_kn,cargo_load_tonnes,cargo_load_ratio,sea_state_douglas,wave_height_m,wind_speed_kn,weather_resistance_factor,voyage_duration_hr,physics_base_fuel_tonnes,engine_efficiency_degradation,auxiliary_power_kw,shore_power_available,fuel_consumed_tonnes,fuel_residual_tonnes,voyage_cost_usd,ghg_emissions_co2e_tonnes
TRIP-1016,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,LNG,1.15,780.0,0.78,900.1,15.7,97017.9,0.5707,3,1.05,25.6,1.0884,57.33,159.54,1.048,1733.9,1,201.223,41.683,191953.94,561.412
TRIP-1017,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,LNG,1.15,780.0,0.78,4164.0,13.86,69969.5,0.9996,4,2.98,20.2,1.1053,300.43,392.811,1.04,1133.4,0,515.304,122.493,425687.12,1437.698
TRIP-1018,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,HFO,1.0,620.0,1.0,1279.1,12.84,42934.6,0.6134,3,2.26,21.0,1.0815,99.62,108.622,1.04,1073.4,1,142.679,34.057,107710.98,510.791
TRIP-1019,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,HFO,1.0,620.0,1.0,3618.3,10.55,55925.4,0.7989,3,1.86,16.2,1.0743,342.97,217.049,1.04,1099.5,1,320.748,103.699,218113.76,1148.278
TRIP-1020,VESSEL-004,Feeder Container,22000,18500,9800,180.0,Methanol,0.5,950.0,0.35,2896.1,13.1,8403.5,0.4542,5,1.96,23.6,1.1354,221.08,408.172,1.032,877.4,1,568.689,160.517,551554.55,710.861
TRIP-1021,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,Methanol,0.5,950.0,0.35,2481.8,10.4,24095.3,0.753,1,0.35,9.1,1.0136,238.63,171.061,1.064,672.5,0,247.014,75.953,252413.3,308.768
TRIP-1022,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,Methanol,0.5,950.0,0.35,1351.3,15.04,61128.0,0.8733,2,0.64,11.3,1.0419,89.85,335.327,1.04,1108.5,0,399.398,64.071,403178.1,499.248
TRIP-1023,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Ammonia,0.46,1100.0,0.15,3675.7,10.39,74911.8,0.7344,3,0.91,15.4,1.0731,353.77,567.595,1.016,1402.4,1,844.014,276.419,952915.4,455.768
TRIP-1024,VESSEL-004,Feeder Container,22000,18500,9800,180.0,Methanol,0.5,950.0,0.35,799.1,16.4,9161.5,0.4952,5,4.08,28.1,1.1421,48.73,178.239,1.032,904.2,1,225.785,47.546,225795.75,282.231
TRIP-1025,VESSEL-004,Feeder Container,22000,18500,9800,180.0,Methanol,0.5,950.0,0.35,2295.9,13.21,12772.2,0.6904,3,2.5,14.3,1.0715,173.8,347.444,1.032,849.0,0,462.045,114.601,454742.75,577.556
TRIP-1026,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,LNG,1.15,780.0,0.78,3913.9,11.26,14502.2,0.4532,1,0.84,11.1,1.0167,347.59,127.717,1.064,657.7,1,180.892,53.175,154345.76,504.689
TRIP-1027,VESSEL-004,Feeder Container,22000,18500,9800,180.0,Methanol,0.5,950.0,0.35,1610.8,16.31,13222.5,0.7147,3,2.14,24.7,1.0871,98.76,373.624,1.032,847.1,1,434.041,60.417,423638.95,542.551
TRIP-1028,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,Ammonia,0.46,1100.0,0.15,2706.6,14.13,78831.5,0.4637,4,3.01,28.8,1.1182,191.55,945.002,1.048,1781.8,1,1266.345,321.343,1427979.5,683.826
TRIP-1029,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,Ammonia,0.46,1100.0,0.15,2372.1,15.51,119890.7,0.7052,2,1.25,9.5,1.0393,152.94,1061.034,1.048,1817.0,1,1267.123,206.089,1428835.3,684.246
TRIP-1030,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,Methanol,0.5,950.0,0.35,2430.7,11.56,29101.6,0.9094,2,1.67,8.3,1.0374,210.27,214.683,1.064,715.5,0,293.36,78.677,296442.0,366.7
TRIP-1031,VESSEL-004,Feeder Container,22000,18500,9800,180.0,HFO,1.0,620.0,1.0,2595.9,14.39,12010.4,0.6492,2,1.16,17.1,1.0506,180.4,230.932,1.032,835.5,1,290.921,59.989,191671.02,1041.497
TRIP-1032,VESSEL-004,Feeder Container,22000,18500,9800,180.0,Methanol,0.5,950.0,0.35,3919.3,15.26,9536.9,0.5155,4,2.58,27.8,1.1167,256.83,760.411,1.032,926.4,1,954.879,194.468,918435.05,1193.599
TRIP-1033,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,Methanol,0.5,950.0,0.35,1929.7,13.78,26332.7,0.3762,3,1.2,12.3,1.0685,140.04,355.144,1.04,1063.3,1,465.244,110.1,461231.8,581.555
TRIP-1034,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,LNG,1.15,780.0,0.78,1118.1,13.1,67140.1,0.9591,4,3.01,17.5,1.1013,85.35,93.358,1.04,1136.1,1,125.113,31.755,116838.14,349.065
TRIP-1035,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Ammonia,0.46,1100.0,0.15,1738.6,10.64,38957.1,0.3819,3,1.86,15.7,1.0736,163.4,257.628,1.016,1461.2,0,377.901,120.273,444691.1,204.067
TRIP-1036,VESSEL-004,Feeder Container,22000,18500,9800,180.0,Methanol,0.5,950.0,0.35,985.9,13.86,9768.0,0.528,4,3.59,21.6,1.1074,71.13,158.251,1.032,872.2,1,204.379,46.128,205460.05,255.474
TRIP-1037,VESSEL-004,Feeder Container,22000,18500,9800,180.0,HFO,1.0,620.0,1.0,2166.4,17.33,13209.0,0.714,3,2.62,23.1,1.0847,125.01,283.617,1.032,838.0,0,334.863,51.246,223415.06,1198.81
TRIP-1038,VESSEL-004,Feeder Container,22000,18500,9800,180.0,Methanol,0.5,950.0,0.35,4160.5,16.78,15269.4,0.8254,2,1.65,16.4,1.0496,247.94,1046.668,1.032,870.2,1,1155.634,108.966,1109152.3,1444.543
TRIP-1039,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Ammonia,0.46,1100.0,0.15,3821.7,14.44,37298.6,0.3657,3,1.74,24.1,1.0861,264.66,1038.584,1.016,1465.3,1,1270.336,231.752,1421869.6,685.981
TRIP-1040,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,HFO,1.0,620.0,1.0,1257.8,11.42,26718.5,0.835,3,2.04,12.3,1.0685,110.14,53.284,1.064,698.2,1,75.03,21.746,59768.6,268.607
TRIP-1041,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,LNG,1.15,780.0,0.78,3704.7,11.8,19738.7,0.6168,4,3.48,32.0,1.123,313.96,138.313,1.064,664.2,1,192.46,54.147,163368.8,536.963
TRIP-1042,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,Methanol,0.5,950.0,0.35,1299.9,14.1,67359.8,0.9623,4,1.25,27.4,1.1161,92.19,289.413,1.04,1096.9,0,372.053,82.64,377200.35,465.066
TRIP-1043,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,HFO,1.0,620.0,1.0,2104.1,9.89,26582.1,0.8307,2,1.35,10.0,1.04,212.75,66.786,1.064,701.7,1,103.362,36.576,77334.44,370.036
TRIP-1044,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,LNG,1.15,780.0,0.78,728.2,11.97,118502.2,0.6971,2,1.18,8.9,1.0383,60.84,77.451,1.048,1814.3,1,101.116,23.665,113870.48,282.114
TRIP-1045,VESSEL-004,Feeder Container,22000,18500,9800,180.0,Methanol,0.5,950.0,0.35,1877.6,14.93,13607.2,0.7355,2,0.93,9.9,1.0398,125.76,366.627,1.032,866.5,1,441.673,75.046,430889.35,552.091
TRIP-1046,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,Ammonia,0.46,1100.0,0.15,2481.2,11.45,35311.4,0.5044,5,3.56,34.9,1.1523,216.7,354.345,1.04,1133.4,0,513.157,158.812,588222.7,277.105
TRIP-1047,VESSEL-004,Feeder Container,22000,18500,9800,180.0,HFO,1.0,620.0,1.0,2605.5,15.36,8743.8,0.4726,4,3.08,21.1,1.1066,169.63,253.521,1.032,885.2,1,328.02,74.499,214672.4,1174.312
TRIP-1048,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,LNG,1.15,780.0,0.78,1447.4,9.55,44405.8,0.6344,2,1.69,19.0,1.0535,151.56,59.436,1.04,1068.1,0,93.58,34.144,96742.4,261.088
TRIP-1049,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Hydrogen,2.98,2800.0,0.08,2099.2,15.86,52191.7,0.5117,4,2.23,23.5,1.1102,132.36,110.336,1.016,1376.6,1,141.211,30.875,419890.8,40.951
TRIP-1050,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,HFO,1.0,620.0,1.0,2854.9,14.55,24971.5,0.3567,3,1.44,21.2,1.0818,196.21,291.366,1.04,1133.5,1,366.286,74.92,246347.32,1311.304
TRIP-1051,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,Ammonia,0.46,1100.0,0.15,2512.1,12.77,110635.0,0.6508,4,1.25,24.5,1.1118,196.72,751.498,1.048,1788.8,0,1057.815,306.317,1203096.5,571.22
TRIP-1052,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,HFO,1.0,620.0,1.0,3653.2,12.11,99401.5,0.5847,3,2.19,24.6,1.0869,301.67,444.633,1.048,1820.2,0,595.126,150.493,408478.12,2130.551
TRIP-1053,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,LNG,1.15,780.0,0.78,1979.4,12.56,90675.6,0.889,1,0.79,8.4,1.0126,157.6,185.326,1.016,1403.8,0,231.371,46.045,209469.38,645.525
TRIP-1054,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Methanol,0.5,950.0,0.35,2471.7,14.46,94146.4,0.923,4,3.03,27.3,1.1159,170.93,711.022,1.016,1394.6,1,865.722,154.7,846935.9,1082.152
TRIP-1055,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Ammonia,0.46,1100.0,0.15,3332.5,10.31,51917.8,0.509,1,0.39,9.6,1.0144,323.23,479.181,1.016,1459.3,0,672.069,192.888,768275.9,362.917
TRIP-1056,VESSEL-004,Feeder Container,22000,18500,9800,180.0,Methanol,0.5,950.0,0.35,1334.6,11.33,13843.0,0.7483,5,2.93,24.5,1.1368,117.79,150.497,1.032,919.3,0,222.085,71.588,226780.75,277.606
TRIP-1057,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,HFO,1.0,620.0,1.0,1292.0,9.73,25018.4,0.7818,3,1.26,19.7,1.0796,132.79,39.243,1.064,637.6,0,61.022,21.779,55583.64,218.459
TRIP-1058,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Hydrogen,2.98,2800.0,0.08,3601.7,10.41,45151.5,0.4427,4,2.79,18.2,1.1023,345.98,80.122,1.016,1434.0,1,122.737,42.615,368163.6,35.594
TRIP-1059,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,LNG,1.15,780.0,0.78,570.7,9.07,25437.1,0.7949,4,2.73,18.5,1.1027,62.92,13.137,1.064,702.6,1,23.413,10.276,31512.14,65.322
TRIP-1060,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,HFO,1.0,620.0,1.0,1083.2,11.77,20832.9,0.651,3,2.24,24.8,1.0872,92.03,46.658,1.064,711.1,1,64.889,18.231,53481.18,232.303
TRIP-1061,VESSEL-004,Feeder Container,22000,18500,9800,180.0,Hydrogen,2.98,2800.0,0.08,4001.3,13.54,17918.0,0.9685,2,0.81,17.5,1.0513,295.52,113.402,1.032,873.3,0,144.439,31.037,420229.2,41.887
TRIP-1062,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,Ammonia,0.46,1100.0,0.15,637.6,15.81,94866.1,0.558,3,0.93,14.7,1.072,40.33,285.595,1.048,1805.2,1,355.442,69.847,425986.2,191.939
TRIP-1063,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,LNG,1.15,780.0,0.78,3910.4,14.4,18469.3,0.5772,5,2.23,36.0,1.154,271.56,215.305,1.064,669.3,1,294.454,79.149,242924.12,821.527
TRIP-1064,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Hydrogen,2.98,2800.0,0.08,2074.1,11.59,48916.9,0.4796,4,2.65,27.7,1.1165,178.96,57.742,1.016,1398.2,1,83.569,25.827,258493.2,24.235
TRIP-1065,VESSEL-004,Feeder Container,22000,18500,9800,180.0,HFO,1.0,620.0,1.0,2005.5,16.72,18378.5,0.9934,1,0.4,9.2,1.0138,119.95,259.644,1.032,895.2,1,287.579,27.935,189598.98,1029.533
TRIP-1066,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,Ammonia,0.46,1100.0,0.15,1044.9,11.94,119776.4,0.7046,3,2.49,17.9,1.0769,87.51,276.931,1.048,1814.0,1,387.427,110.496,461169.7,209.211
TRIP-1067,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Ammonia,0.46,1100.0,0.15,1975.0,14.07,69246.7,0.6789,2,1.1,8.8,1.0382,140.37,551.792,1.016,1379.9,1,635.909,84.117,723999.9,343.391
TRIP-1068,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,Ammonia,0.46,1100.0,0.15,3105.1,14.55,118092.4,0.6947,2,1.73,13.8,1.0457,213.41,1219.11,1.048,1813.1,0,1472.49,253.38,1659239.0,795.145
TRIP-1069,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,HFO,1.0,620.0,1.0,2258.6,12.71,11361.4,0.355,2,1.35,18.8,1.0532,177.7,105.285,1.064,672.4,1,141.401,36.116,100918.62,506.216
TRIP-1070,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,Ammonia,0.46,1100.0,0.15,1596.1,14.84,60253.9,0.8608,3,1.3,18.2,1.0773,107.55,417.886,1.04,1098.4,1,535.728,117.842,608550.8,289.293
TRIP-1071,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Ammonia,0.46,1100.0,0.15,3688.6,12.9,36873.8,0.3615,2,1.35,8.3,1.0374,285.94,799.13,1.016,1410.0,1,969.037,169.907,1090440.7,523.28
TRIP-1072,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,Methanol,0.5,950.0,0.35,1744.6,9.45,24244.5,0.7576,4,1.28,18.3,1.1024,184.61,99.393,1.064,694.6,0,163.726,64.333,173289.7,204.657
TRIP-1073,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,LNG,1.15,780.0,0.78,3544.3,14.98,76562.9,0.4504,3,1.3,17.7,1.0766,236.6,554.387,1.048,1828.8,0,705.375,150.988,589692.5,1967.996
TRIP-1074,VESSEL-004,Feeder Container,22000,18500,9800,180.0,Hydrogen,2.98,2800.0,0.08,1112.5,14.9,13410.5,0.7249,3,1.52,17.6,1.0764,74.66,36.214,1.032,910.1,1,46.251,10.037,140802.8,13.413
TRIP-1075,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,LNG,1.15,780.0,0.78,3411.7,12.06,63261.1,0.6202,3,1.88,12.7,1.0691,282.89,276.101,1.016,1409.9,1,373.923,97.822,316159.94,1043.245
TRIP-1076,VESSEL-004,Feeder Container,22000,18500,9800,180.0,Hydrogen,2.98,2800.0,0.08,3768.5,14.8,16582.4,0.8963,2,1.01,11.7,1.0425,254.63,125.66,1.032,838.2,1,147.869,22.209,425333.2,42.882
TRIP-1077,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,HFO,1.0,620.0,1.0,1889.9,14.44,128860.9,0.758,2,1.45,17.4,1.0511,130.88,341.441,1.048,1798.6,1,423.276,81.835,297431.12,1515.328
TRIP-1078,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,Ammonia,0.46,1100.0,0.15,852.4,15.78,81607.4,0.48,2,1.54,11.9,1.0428,54.02,372.781,1.048,1752.4,0,439.389,66.608,522827.9,237.27
TRIP-1079,VESSEL-004,Feeder Container,22000,18500,9800,180.0,Methanol,0.5,950.0,0.35,1754.6,14.83,15416.7,0.8333,3,1.08,13.0,1.0695,118.31,345.369,1.032,880.2,0,431.038,85.669,425286.1,538.798
TRIP-1080,VESSEL-004,Feeder Container,22000,18500,9800,180.0,Methanol,0.5,950.0,0.35,3134.6,17.06,13284.9,0.7181,4,2.31,28.9,1.1183,183.74,796.085,1.032,886.5,0,944.502,148.417,913076.9,1180.628
TRIP-1081,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Hydrogen,2.98,2800.0,0.08,2032.1,10.86,91961.4,0.9016,2,1.64,12.8,1.0442,187.12,55.052,1.016,1450.8,1,74.369,19.317,232733.2,21.567
TRIP-1082,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,Methanol,0.5,950.0,0.35,1560.6,12.16,28460.0,0.4066,4,1.56,27.0,1.1155,128.34,225.453,1.04,1141.7,1,318.614,93.161,321933.3,398.267
TRIP-1083,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,LNG,1.15,780.0,0.78,3145.9,11.5,158346.5,0.9315,3,2.09,17.8,1.0767,273.56,326.691,1.048,1734.5,1,456.62,129.929,391163.6,1273.97
TRIP-1084,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Methanol,0.5,950.0,0.35,3729.3,12.35,55213.5,0.5413,4,2.44,18.2,1.1023,301.97,713.716,1.016,1391.5,1,988.909,275.193,963963.55,1236.136
TRIP-1085,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,Methanol,0.5,950.0,0.35,3797.7,9.3,25828.8,0.8071,3,2.59,13.8,1.0707,408.35,212.007,1.064,634.8,1,344.304,132.297,340338.8,430.38
TRIP-1086,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,Methanol,0.5,950.0,0.35,1635.9,10.2,30519.1,0.9537,3,2.16,16.1,1.0741,160.38,113.625,1.064,707.9,0,174.957,61.332,183959.15,218.696
TRIP-1087,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,Methanol,0.5,950.0,0.35,1525.1,12.94,45356.2,0.6479,3,1.71,20.2,1.0803,117.86,265.345,1.04,1078.2,1,351.475,86.13,353151.25,439.344
TRIP-1088,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,HFO,1.0,620.0,1.0,2367.2,10.24,61921.5,0.8846,5,4.16,20.5,1.1308,231.17,136.509,1.04,1088.3,1,213.788,77.279,151798.56,765.361
TRIP-1089,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,LNG,1.15,780.0,0.78,2647.5,13.48,18671.2,0.5835,1,0.4,11.1,1.0167,196.4,127.935,1.064,686.9,1,155.413,27.478,134472.14,433.602
TRIP-1090,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Hydrogen,2.98,2800.0,0.08,3392.5,14.41,88417.8,0.8668,3,1.93,23.7,1.0856,235.43,160.512,1.016,1438.8,0,194.595,34.083,573866.0,56.433
TRIP-1091,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,HFO,1.0,620.0,1.0,3850.3,9.79,16045.8,0.5014,1,0.43,6.5,1.0097,393.29,110.571,1.064,687.7,0,165.127,54.556,120128.74,591.155
TRIP-1092,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,Methanol,0.5,950.0,0.35,4006.1,12.52,36838.6,0.5263,3,1.01,22.2,1.0833,319.98,632.848,1.04,1082.9,1,851.957,219.109,828609.15,1064.946
TRIP-1093,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,HFO,1.0,620.0,1.0,3933.6,12.14,27260.8,0.8519,2,1.0,13.1,1.0446,324.02,189.058,1.064,718.7,0,255.464,66.406,176137.68,914.561
TRIP-1094,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,HFO,1.0,620.0,1.0,1888.4,15.2,69851.4,0.9979,3,2.44,13.6,1.0704,124.24,246.305,1.04,1119.0,0,292.963,46.658,205387.06,1048.808
TRIP-1095,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,HFO,1.0,620.0,1.0,3073.0,11.22,12780.0,0.3994,2,0.97,9.3,1.0389,273.89,112.93,1.064,712.5,1,174.163,61.233,121231.06,623.504
TRIP-1096,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,LNG,1.15,780.0,0.78,1478.5,15.75,72950.7,0.7152,2,1.2,12.5,1.0437,93.87,208.873,1.016,1439.9,1,242.881,34.008,213947.18,677.638
TRIP-1097,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,HFO,1.0,620.0,1.0,3142.0,13.74,130705.8,0.7689,2,0.99,12.8,1.0442,228.68,515.317,1.048,1760.7,1,643.838,128.521,434179.56,2304.94
TRIP-1098,VESSEL-004,Feeder Container,22000,18500,9800,180.0,HFO,1.0,620.0,1.0,2379.2,12.51,11276.6,0.6095,4,3.21,31.5,1.1222,190.18,158.519,1.032,884.9,1,210.956,52.437,142092.72,755.222
TRIP-1099,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,HFO,1.0,620.0,1.0,2155.8,15.21,130156.4,0.7656,4,2.9,31.2,1.1218,141.74,432.938,1.048,1825.6,1,579.484,146.546,394280.08,2074.553
TRIP-1100,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,Ammonia,0.46,1100.0,0.15,1222.5,9.61,64037.9,0.9148,1,0.4,7.1,1.0107,127.21,135.932,1.04,1071.9,0,201.025,65.093,244877.5,108.554
TRIP-1101,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,HFO,1.0,620.0,1.0,3235.6,9.52,26427.6,0.8259,4,1.75,23.2,1.1098,339.87,95.052,1.064,710.6,1,164.108,69.056,114996.96,587.507
TRIP-1102,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,Methanol,0.5,950.0,0.35,4189.7,9.37,25201.7,0.7876,4,1.9,20.7,1.106,447.14,236.338,1.064,692.7,1,407.666,171.328,400532.7,509.582
TRIP-1103,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Ammonia,0.46,1100.0,0.15,3098.5,11.12,83134.8,0.815,6,2.88,41.4,1.1871,278.64,558.709,1.016,1413.4,0,868.248,309.539,984072.8,468.854
TRIP-1104,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,HFO,1.0,620.0,1.0,842.0,13.25,23065.5,0.7208,3,1.96,24.7,1.0871,63.55,46.745,1.064,644.8,1,62.431,15.686,51957.22,223.503
TRIP-1105,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,Ammonia,0.46,1100.0,0.15,656.0,15.12,31995.7,0.4571,3,2.34,22.8,1.0842,43.39,161.393,1.04,1142.0,1,198.244,36.851,237318.4,107.052
TRIP-1106,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,LNG,1.15,780.0,0.78,545.5,9.51,14791.3,0.4622,3,2.5,21.4,1.0821,57.36,12.727,1.064,724.2,0,21.739,9.012,34706.42,60.652
TRIP-1107,VESSEL-004,Feeder Container,22000,18500,9800,180.0,Hydrogen,2.98,2800.0,0.08,4102.0,16.7,10253.8,0.5543,2,1.67,17.7,1.0515,245.63,161.375,1.032,909.8,1,184.969,23.594,529213.2,53.641
TRIP-1108,VESSEL-004,Feeder Container,22000,18500,9800,180.0,Hydrogen,2.98,2800.0,0.08,3869.3,16.55,15591.5,0.8428,1,0.79,11.5,1.0172,233.79,159.479,1.032,912.9,0,182.151,22.672,525822.8,52.824
TRIP-1109,VESSEL-004,Feeder Container,22000,18500,9800,180.0,Hydrogen,2.98,2800.0,0.08,3150.6,16.09,14910.4,0.806,3,1.75,18.6,1.0779,195.81,121.76,1.032,837.3,1,143.932,22.172,414309.6,41.74
TRIP-1110,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,LNG,1.15,780.0,0.78,1301.7,13.71,21404.7,0.6689,2,0.6,15.9,1.0488,94.95,66.444,1.064,637.1,0,83.438,16.994,82831.64,232.792
TRIP-1111,VESSEL-004,Feeder Container,22000,18500,9800,180.0,HFO,1.0,620.0,1.0,2996.3,14.92,11260.4,0.6087,1,0.37,8.0,1.012,200.82,283.904,1.032,867.7,1,327.366,43.462,214266.92,1171.97
TRIP-1112,VESSEL-004,Feeder Container,22000,18500,9800,180.0,Hydrogen,2.98,2800.0,0.08,4107.0,11.85,7257.2,0.3923,4,2.2,27.9,1.1168,346.58,78.301,1.032,909.6,1,110.385,32.084,320378.0,32.012
TRIP-1113,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Hydrogen,2.98,2800.0,0.08,2732.2,10.08,97130.7,0.9523,2,1.7,18.1,1.0521,271.05,64.516,1.016,1468.9,1,96.533,32.017,294792.4,27.995
TRIP-1114,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,LNG,1.15,780.0,0.78,3228.1,11.24,42489.1,0.4166,3,1.48,24.0,1.086,287.2,215.477,1.016,1429.4,1,303.71,88.233,261393.8,847.351
TRIP-1115,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,HFO,1.0,620.0,1.0,2128.0,13.49,25470.3,0.7959,3,2.29,19.3,1.079,157.75,124.653,1.064,696.4,0,161.069,36.416,117612.78,576.627
TRIP-1116,VESSEL-004,Feeder Container,22000,18500,9800,180.0,Hydrogen,2.98,2800.0,0.08,1711.1,12.21,7658.1,0.414,2,0.79,15.5,1.0482,140.14,34.816,1.032,836.0,0,44.651,9.835,140822.8,12.949
TRIP-1117,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Methanol,0.5,950.0,0.35,825.4,15.91,57528.8,0.564,4,2.06,16.8,1.1002,51.88,263.667,1.016,1385.8,1,324.845,61.178,333102.75,406.056
TRIP-1118,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Hydrogen,2.98,2800.0,0.08,2789.1,13.83,63688.9,0.6244,3,1.34,21.5,1.0823,201.67,114.67,1.016,1457.3,0,141.509,26.839,425225.2,41.038
TRIP-1119,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,Ammonia,0.46,1100.0,0.15,604.8,12.59,103847.6,0.6109,4,3.14,27.3,1.1159,48.04,174.114,1.048,1745.1,0,240.17,66.056,303687.0,129.692
TRIP-1120,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Hydrogen,2.98,2800.0,0.08,2023.6,16.77,83696.1,0.8206,1,0.32,9.5,1.0143,120.67,128.272,1.016,1453.8,1,140.386,12.114,417580.8,40.712
TRIP-1121,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,LNG,1.15,780.0,0.78,3801.7,9.92,49114.2,0.7016,4,2.93,17.4,1.1011,383.24,171.259,1.04,1060.7,0,274.7,103.441,238016.0,766.413
TRIP-1122,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,LNG,1.15,780.0,0.78,3734.5,13.52,15875.1,0.4961,2,0.85,10.9,1.0413,276.22,177.617,1.064,717.0,1,231.125,53.508,193527.5,644.839
TRIP-1123,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,Ammonia,0.46,1100.0,0.15,2126.1,14.63,68828.0,0.9833,1,0.75,8.5,1.0128,145.32,556.588,1.04,1094.8,0,654.077,97.489,743234.7,353.202
TRIP-1124,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,Methanol,0.5,950.0,0.35,1582.2,10.19,12215.5,0.3817,4,3.01,19.6,1.1044,155.27,95.479,1.064,645.7,1,143.87,48.391,149926.5,179.838
